id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
OP12-018,Color of the Supreme King Haki,Event,Red,0,NULL,"[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle. Then, you may rest 1 of your DON!! cards. If you do, give your opponent's Leader and all of their Characters −1000 power during this turn.",Former Roger Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-019,Color of Arms Haki,Event,Red,0,NULL,"[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Up to 1 of your Leader or Character cards gains +1000 power during this turn. [Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.",Former Roger Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-020,Roronoa Zoro,Leader,Green,NULL,5,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn.",Supernovas/Straw Hat Crew,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-021,Ipponmatsu,Character,Green,3,NULL,"If your Leader has the <Slash> attribute and you have 6 or more rested DON!! cards, this Character cannot be rested by your opponent's effects. || [Blocker]",East Blue,NULL,0,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-022,Inuarashi,Character,Green,6,NULL,[Activate: Main] You may rest this Character: Up to 1 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.,Minks/Land of Wano/The Akazaya Nine,NULL,7000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-023,Kawamatsu,Character,Green,5,NULL,,Fish-Man/Land of Wano/The Akazaya Nine,NULL,6000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-024,Gyukimaru,Character,Green,4,NULL,"If this Character is active, this Character cannot be K.O.'d by your opponent's effects. || [When Attacking] If you have a total of 3 or more given DON!! cards, rest up to 1 of your opponent's Characters with a base cost of 6 or less.",Animal/Land of Wano,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-025,Kin'emon,Character,Green,6,NULL,,Land of Wano/The Akazaya Nine,NULL,8000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-026,Kuina,Character,Green,4,NULL,"[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a base cost of 4 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",East Blue/Frost Moon Village,NULL,1000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-027,Koushirou,Character,Green,2,NULL,"If your <Slash> attribute Character with a cost of 5 or less other than this Character would be K.O.'d by your opponent's effect, you may rest this Character instead. || [Blocker]",East Blue/Frost Moon Village,NULL,1000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-028,Kouzuki Hiyori,Character,Green,1,NULL,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Roronoa Zoro], look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Land of Wano/Kouzuki Clan,NULL,0,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-029,Shimotsuki Kouzaburou,Character,Green,3,NULL,"[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, K.O. up to 1 of your opponent's rested Characters with a base cost of 1 or less.",East Blue/Frost Moon Village/Land of Wano,NULL,2000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-030,Dracule Mihawk,Character,Green,8,NULL,"[Blocker] || [On Play] Set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 7 or more during this turn.",Muggy Kingdom/The Seven Warlords of the Sea,NULL,8000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-031,Tashigi,Character,Green,5,NULL,"[On Play] Rest up to 1 of your opponent's Characters with a base cost of 6 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",East Blue/Navy,NULL,7000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-032,Nekomamushi,Character,Green,6,NULL,,Minks/Land of Wano/The Akazaya Nine,NULL,7000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-033,Helmeppo,Character,Green,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Block] Rest up to 1 of your opponent's Characters with a cost of 5 or less.",East Blue/Navy,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-034,Perona,Character,Green,1,NULL,"[On Play] If your Leader has the <Slash> attribute, look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Muggy Kingdom/Thriller Bark Pirates,NULL,2000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-035,Morgan,Character,Green,3,NULL,,East Blue/Navy,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-036,Roronoa Zoro,Character,Green,4,NULL,"This card in your hand cannot be played by effects. || If your Leader has the <Slash> attribute, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +1000 power.",Supernovas/Straw Hat Crew,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,Event,Green,1,NULL,"[Main] You may rest 3 of your DON!! cards: Rest up to a total of 2 of your opponent's Characters or DON!! cards. [Counter] Your Leader gains +3000 power during this battle.",Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-038,Two-Sword Style Rashomon,Event,Green,1,NULL,"[Main] You may rest 2 of your DON!! cards: K.O. up to 2 of your opponent's rested Characters with a base cost of 4 or less. [Counter] Your Leader gains +3000 power during this battle.",Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-039,Luffy Is the Man Who Will Become the King of Pirates!!!,Event,Green,3,NULL,[Main] Set your [Roronoa Zoro] Leader as active.,Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Up to 1 of your Leader or Character cards gains +1000 power during this turn.
OP12-040,Kuzan,Leader,Blue,NULL,5,"When a card is trashed from your hand by your {Navy} type card's effect, draw cards equal to the number of cards trashed.",Navy,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-041,Sanji,Leader,Blue/Purple,NULL,4,"[Activate: Main] [Once Per Turn] DON!! −1: Activate up to 1 {Straw Hat Crew} type Event with a base cost of 3 or less from your hand. || [When Attacking] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",The Vinsmoke Family/Straw Hat Crew,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-042,Alvida,Character,Blue,4,NULL,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains +1 cost. || [On Play] Place up to 1 of your opponent's Characters with a base cost of 1 or less at the bottom of the owner's deck.",Cross Guild,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-043,Kuzan,Character,Blue,6,NULL,"If you have 5 or more cards in your hand, this Character gains +1 cost. || [On Play] You may trash 1 card from your hand: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase.",Navy,NULL,8000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-044,Sakazuki,Character,Blue,7,NULL,"[On Play] If your Leader has the {Navy} type, draw 2 cards. || [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Navy,NULL,8000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-045,Jango,Character,Blue,6,NULL,,Navy,NULL,8000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-046,Zephyr(Navy),Character,Blue,5,NULL,[On Play] Trash 2 cards from your hand. || [Activate: Main] You may trash this Character: Return up to 1 Character with a cost of 5 or less to the owner's hand.,FILM/Navy,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-047,Sengoku,Character,Blue,3,NULL,"[On Play] You may trash 1 card from your hand: Look at 5 cards from the top of your deck; reveal up to 2 {Navy} type cards other than [Sengoku] and add them to your hand. Then, place the rest at the bottom of your deck in any order.",Navy,NULL,3000,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-048,Donquixote Rosinante,Character,Blue,1,NULL,"[Opponent's Turn] If your blue {Navy} type Character would be removed from the field by your opponent's effect, you may rest this Character and trash 1 card from your hand instead.",Navy,NULL,1000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-049,Buggy,Character,Blue,6,NULL,,The Four Emperors/Cross Guild,NULL,7000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-050,Jaguar.D.Saul,Character,Blue,6,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Giant/Ohara/Navy,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-051,Hina,Character,Blue,3,NULL,[Activate: Main] You may rest this Character and trash 1 card from your hand: Up to 1 of your opponent's Characters with a base cost of 4 or less cannot activate [Blocker] during this turn.,Navy,NULL,3000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-052,Fullbody,Character,Blue,4,NULL,,Navy,NULL,6000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-053,Borsalino,Character,Blue,4,NULL,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead. || [Opponent's Turn] If your Leader has the {Navy} type, this Character gains [Blocker] and +1000 power.",Navy,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-054,Marshall.D.Teach,Character,Blue,1,NULL,"[On Play] If your Leader has the {The Seven Warlords of the Sea} type, return up to 1 Character with a cost of 1 or less other than this Character to the owner's hand.",The Seven Warlords of the Sea/Blackbeard Pirates,NULL,2000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-055,Mohji & Cabaji,Character,Blue,5,NULL,,Cross Guild,NULL,6000,Slash/Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-056,Monkey.D.Garp,Character,Blue,8,NULL,[On Play] You may trash 1 card from your hand: Play up to 1 blue {Navy} type Character card with 8000 power or less other than [Monkey.D.Garp] from your hand.,Navy,NULL,8000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-057,Ice Block Pheasant Peck,Event,Blue,1,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, trash 1 card from your hand.",Navy,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,You may trash 1 card from your hand: Draw 1 card.
OP12-058,I Will Make Whitebeard the King of the Pirates,Event,Blue,9,NULL,"[Main] If your Leader's type includes ""Whitebeard Pirates"", reveal 1 card from the top of your deck. If that card is a Character card with a type including ""Whitebeard Pirates"" and a cost of 9 or less, you may play that card. If you do, that Character gains [Rush] during this turn.",Whitebeard Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Draw 1 card.
OP12-059,Concasser,Event,Blue,1,NULL,"[Main] If your Leader is [Sanji], draw 1 card. [Counter] If you have 4 or more Events in your trash, up to 1 of your Leader gains +4000 power during this battle.",Sky Island/Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-060,Boeuf Burst,Event,Blue,3,NULL,"[Main] If your Leader is multicolored, choose one: • Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand. • If you have 6 or less cards in your hand, draw 2 cards.",Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-061,Donquixote Rosinante,Leader,Purple/Yellow,NULL,4,"[Once Per Turn] If your [Trafalgar Law] would be K.O.'d, you may add 1 card from the top of your Life cards to your hand instead. || [Activate: Main] [Once Per Turn] DON!! −1: The next time you play [Trafalgar Law] with a cost of 4 or more from your hand during this turn, the cost will be reduced by 2.",Navy/Donquixote Pirates,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-062,Vinsmoke Sora,Character,Purple,1,NULL,"[On Play] If your Leader is [Sanji] and the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it. Then, draw 1 card.",Kingdom of GERMA/The Vinsmoke Family,NULL,0,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-063,Vinsmoke Reiju,Character,Purple,4,NULL,"If you have 4 or more Events in your trash, this Character gains +2000 power and +5 cost. || [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",The Vinsmoke Family/GERMA 66,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-064,Vergo,Character,Purple,5,NULL,,Punk Hazard/Navy/Donquixote Pirates,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-065,Emporio.Ivankov,Character,Purple,6,NULL,"If you have 4 or more Events in your trash, this Character gains [Blocker]. || [On K.O.] Add up to 1 Event from your trash to your hand.",Impel Down/Revolutionary Army,NULL,7000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-066,Carne,Character,Purple,1,NULL,"If you have 4 or more Events in your trash, this Character gains [Blocker]. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",East Blue,NULL,1000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-067,Carmen,Character,Purple,3,NULL,,East Blue,NULL,5000,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-068,Gin,Character,Purple,6,NULL,,East Blue/Krieg Pirates,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-069,Crocodile,Character,Purple,6,NULL,"[On Your Opponent's Attack] [Once Per Turn] DON!! −1: If your Leader's type includes ""Baroque Works"", up to 1 of your Leader or Character cards gains +2000 power during this battle.",The Seven Warlords of the Sea/Baroque Works,NULL,8000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-070,Sanji,Character,Purple,3,NULL,"This Character gains +1000 power for every 5 Events in your trash. || If this Character would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead.",Alabasta/Straw Hat Crew,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-071,Charlotte Pudding,Character,Purple,1,NULL,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Big Mom Pirates,NULL,2000,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-072,Zeff,Character,Purple,4,NULL,"When a DON!! card on your field is returned to your DON!! deck, if your Leader is [Sanji], this Character gains [Rush] during this turn. || (This card can attack on the turn in which it is played.)",East Blue,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-073,Trafalgar Law,Character,Purple,7,NULL,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active. Then, all of your [Donquixote Rosinante] and {Heart Pirates} type Characters gain +1000 power until the end of your opponent's next End Phase.",Dressrosa/Supernovas/Heart Pirates,NULL,8000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-074,Patty,Character,Purple,3,NULL,"[On Play] You may trash 1 Event from your hand: If your Leader is [Sanji], add up to 1 DON!! card from your DON!! deck and set it as active.",East Blue,NULL,2000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-075,Ms. All Sunday,Character,Purple,4,NULL,"[On Play] K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, your opponent may add 1 DON!! card from their DON!! deck and set it as active. ||  || [Trigger] DON!! −1: Play this card.",Baroque Works,NULL,5000,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-076,Monet,Character,Purple,5,NULL,,Punk Hazard/Donquixote Pirates,NULL,6000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-077,"The ""Extinguishes All Sound Created by Your Influence"" Technique",Event,Purple,2,NULL,"[Main] Select up to 1 of your [Trafalgar Law] cards and that card gains +2000 power during this turn. Then, if the selected card attacks during this turn, your opponent cannot activate [Blocker].",Heart Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Draw 1 card.
OP12-078,Brochette Blow,Event,Purple,3,NULL,"[Main] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card. Then, give up to 1 of your opponent's Characters −3000 power during this turn.",Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-079,Luffy Is the Man Who Will Be King of the Pirates!!!,Event,Purple,1,NULL,"[Main] If your Leader is [Sanji], look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the bottom of your deck in any order.",Straw Hat Crew,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-080,Baratie,Stage,Purple,1,NULL,"[Activate: Main] You may place this Stage at the bottom of the owner's deck: If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",East Blue,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Play this card.
OP12-081,Koala,Leader,Black/Yellow,NULL,4,"When this Leader attacks your opponent's Leader, if you have 2 or more Characters with a cost of 8 or more, draw 1 card. || [Once Per Turn] This effect can be activated when your opponent plays a Character with a base cost of 8 or more, or when your opponent plays a Character using a Character's effect. Your opponent adds 1 card from the top of their Life cards to their hand.",Dressrosa/Revolutionary Army,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-082,Issho,Character,Black,8,NULL,,Dressrosa/Navy,NULL,10000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-083,Inazuma,Character,Black,5,NULL,,Revolutionary Army,NULL,6000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-084,Emporio.Ivankov,Character,Black,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] If your Leader has the {Revolutionary Army} type, trash 3 cards from the top of your deck.",Revolutionary Army,NULL,4000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-085,Karasu,Character,Black,5,NULL,"If your Leader has the {Revolutionary Army} type, this Character gains +3 cost. || [When Attacking] If your Leader has the {Revolutionary Army} type and your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand.",Revolutionary Army,NULL,6000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-086,Koala,Character,Black,1,NULL,"[On Play] If your Leader has the {Revolutionary Army} type, look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Koala] or up to 1 [Nico Robin] and add it to your hand. Then, trash the rest.",Dressrosa/Revolutionary Army,NULL,2000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-087,Nico Robin,Character,Black,6,NULL,"If your Leader is [Koala] or [Monkey.D.Luffy], this Character gains [Blocker] and +3 cost. || [On Play] You may trash 1 card from your hand: If your opponent has 5 or more cards in their hand, your opponent trashes 2 cards from their hand.",Straw Hat Crew,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-088,Bastille,Character,Black,6,NULL,,Dressrosa/Navy,NULL,8000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-089,Hack,Character,Black,4,NULL,"If your Leader has the {Revolutionary Army} type, this Character gains [Blocker] and +4 cost. || [On K.O.] If your Leader has the {Revolutionary Army} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less.",Fish-Man/Dressrosa/Revolutionary Army,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-090,Belo Betty,Character,Black,3,NULL,[When Attacking] You may trash 2 cards from the top of your deck: Give up to 1 of your opponent's Characters −2 cost during this turn.,Revolutionary Army,NULL,4000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-091,Poker,Character,Black,3,NULL,[Activate: Main] [Once Per Turn] You may place 3 cards from your trash at the bottom of your deck in any order: Up to 2 of your {SMILE} type Characters gain +2000 power during this turn.,Animal Kingdom Pirates/SMILE,NULL,4000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-092,Mizerka,Character,Black,6,NULL,,Animal Kingdom Pirates/SMILE,NULL,7000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-093,Morley,Character,Black,4,NULL,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost.",Giant/Revolutionary Army,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-094,Monkey.D.Dragon,Character,Black,8,NULL,"[On Play] You may place 3 {Revolutionary Army} type cards from your trash at the bottom of your deck in any order: If your Leader has the {Revolutionary Army} type, play up to 1 Character card with a cost of 6 or less from your trash.",Revolutionary Army,NULL,8000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-095,Lindbergh,Character,Black,4,NULL,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost. || [On Play] Draw 1 card and trash 1 card from your hand.",Minks/Revolutionary Army,NULL,5000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-096,Ursa Shock,Event,Black,4,NULL,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. If you have a Character with a cost of 8 or more, you may select your opponent's Character with a cost of 6 or less instead.",The Seven Warlords of the Sea/Revolutionary Army,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Draw 1 card and trash 1 card from the top of your deck.
OP12-097,Captains Assembled,Event,Black,1,NULL,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Captains Assembled] and add it to your hand. Then, trash the rest.",Revolutionary Army,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Activate this card's [Main] effect.
OP12-098,Hair Removal Fist,Event,Black,1,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have a {Revolutionary Army} type Character with a cost of 8 or more, that card gains an additional +2000 power during this battle.",Impel Down/Revolutionary Army,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Draw 1 card and trash 1 card from the top of your deck.
OP12-099,Kalgara,Character,Yellow,5,NULL,"[Your Turn] When a card is removed from your or your opponent's Life cards, draw 1 card. Then, you cannot draw cards using your own effects during this turn.",Jaya/Sky Island/Shandian Warrior,NULL,6000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-100,Sabo,Character,Yellow,5,NULL,"If you have 3 or less Life cards, this Character gains [Blocker] and +3 cost. || [On Play] You may add 1 card from the top of your Life cards to your hand: Draw 2 cards and trash 1 card from your hand.",Dressrosa/Revolutionary Army,NULL,6000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-101,Jewelry Bonney,Character,Yellow,3,NULL,"[Activate: Main] You may rest this Character: Your {Supernovas} type Leader gains +1000 power until the end of your opponent's next turn. ||  || [Trigger] If your Leader has the {Supernovas} type, play this card.",Supernovas/Bonney Pirates,NULL,1000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-102,Shirahoshi,Character,Yellow,2,NULL,"If your Character with a base cost of 6 or less would be removed from the field by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead. || [Opponent's Turn] If you have no other [Shirahoshi] with a base cost of 2, all of your {Neptunian} type Characters gain +2000 power.",Merfolk/Fish-Man Island,NULL,0,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-103,Seto,Character,Yellow,5,NULL,,Jaya/Sky Island/Shandian Warrior,NULL,6000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-104,Sentomaru,Character,Yellow,4,NULL,,Egghead/Navy,NULL,5000,Slash,Block 3,Legacy of the Master,OP12,True,K.O. up to 1 of your opponent's Characters with a cost of 4 or less.
OP12-105,Trafalgar Lammy,Character,Yellow,1,NULL,[Your Turn] [On Play] Up to 1 of your [Trafalgar Law] cards gains +2000 power during this turn.,Flevance,NULL,0,Wisdom,Block 3,Legacy of the Master,OP12,False,NULL
OP12-106,Trafalgar Law,Character,Yellow,6,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Dressrosa/Supernovas/Heart Pirates,NULL,7000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-107,Donquixote Doflamingo,Character,Yellow,8,NULL,"If you have 2 or less Life cards, this Character gains [Rush]. || (This card can attack on the turn in which it is played.) || [Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",The Seven Warlords of the Sea/Donquixote Pirates,NULL,8000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-108,Donquixote Rosinante,Character,Yellow,1,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Trafalgar Law] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Navy/Donquixote Pirates,NULL,2000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-109,Pacifista,Character,Yellow,4,NULL,,Biological Weapon/Egghead/Navy,NULL,5000,Special,Block 3,Legacy of the Master,OP12,True,K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.
OP12-110,Buffalo,Character,Yellow,3,NULL,,Donquixote Pirates,NULL,5000,Strike,Block 3,Legacy of the Master,OP12,False,NULL
OP12-111,Baby 5,Character,Yellow,2,NULL,,Donquixote Pirates,NULL,4000,Special,Block 3,Legacy of the Master,OP12,False,NULL
OP12-112,Baby 5,Character,Yellow,4,NULL,,Donquixote Pirates,NULL,5000,Special,Block 3,Legacy of the Master,OP12,True,"If your Leader is multicolored, draw 2 cards."
OP12-113,Roronoa Zoro,Character,Yellow,5,NULL,"[On K.O.] If your Leader has the {Supernovas} type, play up to 1 {Supernovas} type Character card with a cost of 4 or less from your hand rested. ||  || [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.",Supernovas/Straw Hat Crew,NULL,6000,Slash,Block 3,Legacy of the Master,OP12,False,NULL
OP12-114,Wyper,Character,Yellow,6,NULL,,Sky Island/Shandian Warrior,NULL,7000,Ranged,Block 3,Legacy of the Master,OP12,False,NULL
OP12-115,I Love You!!,Event,Yellow,1,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 [Trafalgar Law] from your trash to your hand.",Navy/Donquixote Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-116,We'll Ring the Bell Waiting for You!!,Event,Yellow,3,NULL,"[Main] Look at 5 cards from the top of your deck; reveal a total of up to 2 {Shandian Warrior} type Character cards or [Mont Blanc Noland] and add them to your hand. Then, place the rest at the bottom of your deck in any order.",Jaya/Sky Island/Shandian Warrior,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,True,Draw 1 card.
OP12-117,Slam Gibson,Event,Yellow,1,NULL,"[Main] You may rest 5 of your DON!! cards: If your Leader has the {Supernovas} type, add up to 1 Character with a cost of 9 or less to the top or bottom of the owner's Life cards face-down. [Counter] Your Leader gains +3000 power during this battle.",Supernovas/Kid Pirates,NULL,NULL,NULL,Block 3,Legacy of the Master,OP12,False,NULL
OP12-118,Jewelry Bonney,Character,Green,5,NULL,"[Blocker] || [On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",Supernovas/Bonney Pirates,NULL,6000,Special,Block 3,Legacy of the Master,OP12,False,NULL
